label,text,source
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
spam,Get rich quick! Make money from home with our amazing program!,email
spam,URGENT: Your account has been compromised. Click here to verify.,email
spam,Congratulations! You have won $5000 in our lottery!,email
spam,Limited time offer! 50% off all products. Order now!,email
spam,You have been selected for a special promotion!,email
spam,Make money online with our proven system!,email
spam,URGENT: Verify your account immediately!,email
spam,You have won a free vacation! Click to claim.,email
spam,Special offer: Get 70% off today only!,email
spam,Your account will be closed unless you verify now!,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
not_spam,"Hi, I wanted to follow up on our meeting yesterday.",email
not_spam,Thank you for your email. I will get back to you soon.,email
not_spam,The project deadline has been extended to next Friday.,email
not_spam,Please find attached the report you requested.,email
not_spam,I hope you are doing well. How is the new job?,email
not_spam,Can we schedule a call for tomorrow afternoon?,email
not_spam,Thanks for the great presentation today.,email
not_spam,I have reviewed the proposal and it looks good.,email
not_spam,The team meeting has been moved to 3 PM.,email
not_spam,Looking forward to working with you on this project.,email
